;hoeg;lag;Fabrikat;id;name;location;coordinates;dh;I_drift;Ber;mwh_2013;mwh_2014;mwh_2015;man_12_MWH;man_12_percentage;Manad;Tid;AHT;MS;YNS;OEYS;PU;OEPS;TF
1;95;20;Tellus;37; Södra Bäckebo;Ålem ;G5c;19/41;920225;110;59;63;67;67;96,1;8;72;0;;;;;;
2;100;;Vestas;501; Seglaberga I;Laholm ;C4e;20/24;880927;205;101;116;165;165;100;31;76;0;;;;;;
3;150;;WindWorld;15; Snaigsto;Näs ;I5i;28/31;900202;455;274;235;207;207;100;;;;;;;;;
4;150;;WindWorld;16; Tjautet;Näs ;I5i;28/31;900203;455;;;;;;;;;;;;;;
5;150;;WindWorld;73; Arendala;Lund ;C2f;27/40;930522;416;371;417;133;133;100;;;;;;;;;
6;150;;WindWorld;107; Stureholms gård;Ödåkra ;C3d;27/41;940801;380;;;;;;;;;;;;;;
7;150;;WindWorld;144; Nygården 4:1;Nygården ;C9a;27/41;950927;260;71;224;150;150;100;;;;;;;;;
8;225;50;Vestas;34; Vitsippan;Grönhögen ;G3i;27/30;911210;580;393;511;591;591;95,9;87;92;20;;;;;;
9;225;50;Vestas;54; Elmer I;Mosås ;F10a;27/31;920626;280;203;194;289;289;97,7;47;74;1;;;;;;
10;225;50;Vestas;63; Bösarp;Bösarp ;C1i;27/25;921215;472;414;461;507;507;99,2;72;95;1;;;;;;
11;225;50;Vestas;65; August;Visingsö ;E7g;27/31;930107;480;320;324;394;394;84,1;53;63;228;;;;;;
12;225;50;Vestas;68; Kristinelund 1;Ventlinge ;G3i;27/31;930109;580;545;573;670;670;85,7;93;93;4;;;;;;
13;225;50;Vestas;69; Kristinelund 2;Ventlinge ;G3i;27/31;930109;580;509;562;645;645;85,1;91;93;0;;;;;;
14;225;50;Vestas;70; Kristinelund 3;Ventlinge ;G3i;27/31;930109;580;539;566;626;626;85,2;72;73;148;;;;;;
15;225;50;Vestas;82; Gumman;Simris ;E2a;27/32;930923;480;502;529;503;503;99,4;;;;;;;;;
16;225;50;Vestas;83; Berta;Simris ;E2a;27/32;930923;480;501;475;468;468;96,2;;;;;;;;;
17;225;50;Vestas;96; Viktor;Simris ;E2a;27/32;940112;480;492;518;479;479;98,5;;;;;;;;;
18;225;50;Vestas;97; Almetorps Säteri;Lavad ;C8e;27/32;940202;320;211;189;275;275;98,4;40;;0;;;;;;
19;225;50;Vestas;106; Kristinelund Nord;Ventlinge ;G3i;27/31;940718;600;476;564;604;604;83,3;85;89;0;;;;;;
20;225;50;Vestas;111; Hällemöllan 1;Rönnäng ;A7f;29/32;941021;600;587;596;672;672;96,5;78;78;79;;;;;;75
21;225;50;Vestas;112; Rosendal;Rosendal ;B5f;27/31;940930;500;389;423;521;521;99,4;72;91;12;;;;;;
22;225;50;Vestas;113; Elvira;Kistinge ;C4e;27/31;940623;384;303;286;309;309;96,1;;;;;;;;;
23;225;50;Vestas;116; Sibylla af Ängholmen;Ängh ;A7f;29/31;941020;570;553;584;709;709;98,4;92;88;23;;;;;;
24;225;50;Vestas;119; Hägvards;Hall ;J7e;29/31;941215;410;287;226;89;89;98,1;;;;;;;;;
25;225;50;Vestas;136; Nuntorpsskolan;Brålanda ;B8i;29/31;950824;325;202;223;268;268;91,1;17;35;407;;;;;;
26;225;50;Vestas;148; Önaholms Gård 5;Tveta ;C10b;29/34;951108;417;365;449;568;568;99;79;85;6;;;;;;
27;225;50;Vestas;200; Lunden;Gärdhem ;B8c;29/30;960701;330;234;222;292;292;98,6;47;70;0;;;;;;
28;225;50;Vestas;215; Kälvene;Kälvene ;D7h;29/31;960828;330;264;298;180;180;99,7;;;;;;;;;
29;225;50;Vestas;235; Kristinelund 5;Ventlinge ;G3i;27/31;961106;600;608;635;711;711;87,2;98;94;0;;;;;;
30;225;50;Vestas;241; Månsunen;Gislöv ;E2a;29/32;970217;525;476;537;519;519;92,9;85;93;9;;;;;;
31;225;50;Vestas;257; Hällemöllan 2;Rönnäng ;A7f;29/32;971111;600;634;623;760;760;99,2;98;90;9;;;;7;;
32;225;50;Vestas;368; Ann-EL-i;Hångsdala ;D7h;29/30;990104;370;360;394;492;492;99,6;72;86;2;;;;;;
33;225;50;Vestas;375; Gesvinto; Skåls Vindk, Näs ;I5f;29/30;990508;620;514;564;650;650;98,7;97;94;0;;;;;;
34;225;50;Vestas;502; Seglaberga II;Laholm ;C4e;27/30;910118;;312;412;494;494;96,8;70;80;78;;;;;;
35;225;50;Vestas;503; Seglaberga III;Laholm ;C4e;27/30;920309;;305;379;449;449;96,1;67;81;58;;;;;;
36;225;50;Vestas;517; Värpinge Anna;Lund ;C2e;27/30;900201;500;273;355;441;441;99,8;62;92;0;;;;;;
37;225;50;Vestas;518; Värpinge Bella;Lund ;C2e;27/30;900201;500;286;325;365;365;95,6;39;67;120;;;;;;
38;225;50;Vestas;522; Bäckagård I;Tvååker ;B5f;27/30;911016;500;390;432;364;364;99,6;;;;;;;;;
39;225;50;Vestas;541; Slitevind I;Näs ;I5f;27/30;930120;600;476;487;596;596;99,2;91;94;0;;;;;;
40;225;50;Vestas;761; Lunden 2;Gärdhems-Lunde ;B8c;29/32;40426;310;252;167;268;268;88,1;42;67;58;;;;;;
41;230;;Enercon;308; Strömmaskolan;Sätila ;B6i;30/52;980509;400;104;81;273;273;98,6;42;80;48;;;;;;
42;250;;WindWorld;156; Äng-EL;Veinge ;C4e;29/41;951123;365;311;365;361;361;99,7;;;;;;;;;
43;250;;WindWorld;187; Värestorps Vind;Värestorp ;C4b;29/41;960529;325;305;353;419;419;99,7;64;82;1;;;;;;
44;250;;WindWorld;205; Agro 1;Lummelunda ;J7a;29/42;960718;483;407;416;461;461;91,8;65;84;70;;;;;;
45;250;;WindWorld;206; Agro 2;Lummelunda ;J7a;29/42;960719;483;285;310;367;367;96;63;91;8;;;;;;
46;450;;Bonus;50; Lyse Bonus;Lyse ;A8f;35/35;920617;1000;748;879;1111;1111;89,5;159;82;48;;;;;;
47;490;;WindWorld;117; AEOLUS;Hviderup ;C2i;37/41;941012;850;656;782;955;955;99,3;124;89;2;;;;;;
48;490;;WindWorld;118; Lantmännen;Klintehamn ;I6c;37/41;941129;1000;656;716;879;879;77;143;81;91;;;;;;
49;490;;WindWorld;126; Glimminge Vind;Glimminge ;C3g;37/41;950226;950;814;884;1089;1089;99,6;154;89;2;;;;;;
50;490;;WindWorld;133; Lys-Vind;Lysekil ;A8f;37/40;950405;950;724;903;1035;1035;99,6;120;73;2;;;;;;
51;490;;WindWorld;135; Kastlösavind;Kastlösa ;G4c;37/42;950711;1100;797;895;1133;1133;99,5;165;87;2;;;;;;
52;490;;WindWorld;139; Hablingbovind 1;Hablingbo ;I5i;37/41;950801;1225;889;955;1186;1186;89,4;182;86;61;;;;;;
53;490;;WindWorld;140; Hablingbovind 2;Hablingbo ;I5i;37/41;950801;1225;1065;1068;1128;1128;93,1;;;;;;;;;
54;500;;Vestas;80; Molly Tången;Orust ;A7i;39/41;930923;1350;1047;827;1399;1399;98,8;183;82;20;;;;;;
55;500;;Vestas;90; Elektro Glitne;Näs ;I5f;39/41;931220;1200;706;1157;1389;1389;99,6;208;90;0;;;;;;
56;500;;Vestas;91; Rehn Kraft I;Näs ;I5f;39/41;931221;1200;978;1111;1210;1210;97,7;194;90;0;;;;;;
57;500;;Vestas;114; Barsebäck III;Barsebäck ;C2h;39/40;941017;1150;897;1008;657;657;98,2;;;;;;;;;
58;500;;Vestas;124; Sophie Hogenäset;Sotenäs ;A8f;39/41;950131;1100;863;1034;1252;1252;99,2;176;84;4;;;;;;
59;500;;Vestas;127; Hogenäset; Ingeborg, Hoge ;A8f;39/39;950125;1100;937;979;1198;1198;95;173;83;8;;;;;;
60;500;;Vestas;128; Sönnertorp 2;Sönnertorp ;C4a;39/41;950213;890;853;962;1080;1080;97,3;178;90;3;;;;;;
61;500;;Vestas;131; Sönnertorp 1;V:a Karup ;C4a;39/40;950331;890;906;649;731;731;66,1;190;91;3;;;;;;
62;500;;Enercon;147; Ruuthsbo I;Ruuthsbo ;D1h;40/42;951020;1500;1156;1047;853;853;80,9;162;86;84;;;;;;
63;500;;WindWorld;162; Lucia af Boholmen;Skoghall ;D10d;37/41;951219;800;582;594;829;829;95,7;126;87;1;;;;;;
64;500;;WindWorld;172; Si-Vind;Lysekil ;A8f;37/40;951221;950;730;832;1074;1074;99,6;141;83;2;;;;;;
65;500;;Enercon;181; Slitevind XIII;Larsbo Glemm ;D1i;40/50;960513;1300;1157;1287;1416;1416;93,8;168;80;121;;;;;;
66;500;;Enercon;182; Slitevind XIV;Larsbo Glemm ;D1i;40/50;960513;1300;1132;873;1288;1288;91,2;164;87;77;;;;;;
67;500;;Enercon;183; Slitevind XVI;Rynge N ;D2a;40/50;960515;1300;1086;1227;990;990;73,6;33;13;624;;;;;;
68;500;;Vestas;186; Åstorp 1;Åstorp ;C3e;39/40;960216;860;676;632;740;740;97,4;;;;;;;;;
69;500;;WindWorld;195; Årröd 220001;Årröd ;D2h;37/41;960523;710;430;786;969;969;93,1;155;91;3;;;;;;
70;500;;WindWorld;216; Legevind;Legeved ;E3a;37/41;960904;600;551;605;716;716;99,4;109;81;2;;;;;;
71;500;;WindWorld;218; Trollenäs;Trollenäs ;C2i;37/41;960829;;660;765;806;806;99,4;97;74;2;;;;;;
72;500;;Enercon;229; Hog 1;Stenungsund ;B7g;40/42;961003;1050;719;727;984;984;97,9;72;45;73;;;;;;
73;500;;Enercon;230; Hog 2;Stenungsund ;B7g;40/42;961003;1050;916;886;1072;1072;93;166;91;15;;;;;;
74;500;;Enercon;236; Slitevind XVII;Eriksfält N Ör ;D1i;40/50;961211;1300;1419;1559;1492;1492;94,1;162;77;157;;;;;;
75;500;;Enercon;237; Slitevind XVIII;Eriksfält S Ör ;D1i;40/50;961211;1300;1301;1324;1227;1227;85,3;141;74;173;;;;;;
76;500;;Vestas;239; Åstorp 2;Åstorp ;C3e;39/40;970204;950;713;699;855;855;99,2;;;;;;;;;
77;500;;Enercon;263; Windbyggarna 1;Lärbro ;J7b;40/65;971220;1100;511;742;402;402;96,8;;;;;;;;;
78;500;;Enercon;264; Isak;Klintehamn ;I6c;40/50;971219;1300;729;733;1217;1217;96;175;92;40;;;;;;
79;500;;Enercon;267; Ryftes Kristina;Fole ;J6g;40/65;971218;1200;847;850;1020;1020;95,3;87;56;315;;;;;;
80;500;;Enercon;269; Kyrkebys 1;Hangvar ;J7b;40/65;971220;1200;808;640;960;960;96,3;155;98;0;;;;;;
81;500;;Enercon;270; Kyrkebys 2;Hangvar ;J7b;40/65;971220;1200;850;782;945;945;92,1;154;96;14;;;;;;
82;500;;Enercon;314; St. Herrestad I;St. Herresta ;D2b;40/65;980712;1420;1071;1160;1597;1597;98,9;214;98;0;;;;;;
83;500;;Enercon;317; St. Herrestad II;St. Herresta ;D2b;40/65;980712;1420;1146;1255;1441;1441;96,6;206;98;0;;;;;;
84;500;;Enercon;354; Kadesjö I;Trunnerup 9:4 ;D2a;40/65;981119;1400;1237;1374;1396;1396;95,3;130;70;185;;;;;;
85;500;;Enercon;355; Kadesjö II;Trunnerup 9:4 ;D2a;40/65;981119;1400;1052;1186;1131;1131;76,2;186;93;17;;;;;;
86;500;;Enercon;356; Marieholm I;Reslöv 11:3 ;C2i;40/65;981201;1300;1120;1270;1339;1339;97,4;172;95;12;;;;;;
87;500;;Enercon;357; Månslunda I;Månslunda ;D2f;40/65;981127;1350;1028;1169;1318;1318;98,1;169;93;22;;;;;;
88;500;;Enercon;358; Rydsgård I;Ville 61:8 ;D2a;40/65;981118;1400;1049;1263;1447;1447;97,6;189;97;4;;;;;;
89;500;;Enercon;359; Rydsgård II;Villie 61:8 ;D2a;40/65;981120;1400;895;724;1352;1352;98;178;96;8;;;;;;
90;500;;Enercon;362; Marieholm II;Reslöv 11:3 ;C2i;40/65;981202;1300;944;1153;1213;1213;95,4;175;96;0;;;;;;
91;500;;Enercon;380; Gunn-El;Köpinge Gård ;C4e;40/65;990115;1200;944;1177;1343;1343;96;148;73;110;;;;;;
92;500;;Vestas;504; Seglaberga IV;L.Tjärby ;C4e;39/40;930701;1000;632;604;855;855;87,1;156;84;0;;;;;;
95;500;;Vestas;519; Värpinge Clara;Lund ;C2e;39/40;960711;1050;503;804;958;958;97,6;141;88;;;;;;;
96;500;;Vestas;543; Slitevind III;Näs ;I5f;39/41;930209;1350;1027;1153;1179;1179;82,4;203;88;61;;;;;;
97;500;;Vestas;550; Vindudd IV;Grötlingbo ;J5g;39/41;941115;1050;921;1087;1132;1132;98;168;90;1;;;;;;
98;500;;Vestas;551; Vindudd V;Grötlingbo ;J5g;39/41;941115;1050;896;1073;1089;1089;97,8;157;87;14;;;;;;
99;500;;WindWorld;559; Annelöv I;Landskrona ;C2h;37/41;951220;;817;939;1001;1001;99,5;137;90;2;;;;;;
100;500;;WindWorld;560; Annelöv II;Landskrona ;C2h;37/41;960307;;710;922;889;889;99,5;91;67;2;;;;;;
101;500;;Enercon;565; Slitevind IX;Smöjen ;J7c;40/50;951222;1300;946;1150;791;791;71,8;;;;;;;;;
102;500;;Enercon;566; Slitevind X;Smöjen ;J7c;40/50;951215;1300;935;1077;998;998;97,7;;;;;;;;;
103;500;;Enercon;567; Slitevind XI;Furillen ;J7c;40/50;951219;1400;672;717;1138;1138;90,6;199;98;0;;;;;;
104;500;;Enercon;568; Slitevind XII;Furillen ;J7c;40/50;951220;1400;1230;1101;1319;1319;90,4;193;90;60;;;;;;
105;500;;WindWorld;571; Kullamöllan;Nyhamnsläge ;B3i;37/41;960620;;842;1002;1167;1167;99,5;173;90;1;;;;;;
106;500;;WindWorld;572; Kullavind;Nyhamnsläge ;B3i;37/41;960620;;953;1083;1289;1289;99,6;195;90;2;;;;;;
107;500;;Enercon;592; Humlekärr 1;Humlekärr ;A8f;40/42;961024;1300;1034;1267;1541;1541;98,7;182;88;25;;;;;;
108;500;;Enercon;593; Humlekärr 2;Humlekärr ;A8f;40/42;961024;1300;970;1077;1470;1470;98,1;145;75;126;;;;;;
109;500;;WindWorld;698; Blyger II;Jämjö ;H4g;37/42;21213;550;594;571;742;742;99,5;113;87;1;;;;;;
110;550;;WindWorld;661; Bockstigen 1;Offshore ;I5f;37/40;980301;1575;955;1092;1502;1502;96,2;234;94;18;;;;;;
111;550;;WindWorld;662; Bockstigen 2;Offshore ;I5f;37/40;980301;1575;602;1188;1335;1335;88,8;236;97;3;;;;;;
112;550;;WindWorld;663; Bockstigen 3;Offshore ;I5f;37/40;980301;1575;1261;1203;1488;1488;92,8;218;91;44;;;;;;
113;550;;WindWorld;664; Bockstigen 4;Offshore ;I5f;37/40;980301;1575;877;789;0;0;5,1;0;0;741;;;;;;
114;550;;WindWorld;665; Bockstigen 5;Offshore ;I5f;37/40;980301;1575;1309;1305;1415;1415;95;120;56;315;;;;;;
115;600;;Vestas;146; Bromöllan 1;Brommö ;D9e;42/40;951019;1100;842;778;903;903;95,1;136;67;5;;;;;;
116;600;;Vestas;159; Hansamöllan;Värpinge ;C2e;42/41;951205;1150;888;1052;1237;1237;99,8;178;87;0;;;;;;
117;600;;Vestas;180; Vårdkasberget;Härnösand ;I17g;44/40;960501;1100;1079;993;1372;1372;96,7;180;88;13;;;;;;
118;600;;Vestas;188; Hjärtholmen Görel;Hjärthol ;B7a;44/40;960502;1450;1292;1536;1753;1753;96,7;180;70;189;;;;;;
119;600;;Vestas;194; Lövstaviken 8;Falkenberg ;B5c;42/40;960601;1500;1112;1234;1352;1352;85,1;228;86;0;;;;;;
120;600;;Vestas;204; Håberg 1;Flo ;C8d;44/50;960726;938;853;745;1026;1026;99,7;145;71;4;;;;;;
121;600;;Vestas;210; BEA 8;När ;J5h;44/50;960917;1300;990;1161;1266;1266;99,1;194;91;0;;;;;;
122;600;;Vestas;211; Burgvind; Rigges1, När ;J5h;44/50;960920;1300;968;1150;1256;1256;98,8;193;91;0;;;;;;
123;600;;Vestas;222; Ryftes Hulda;Havdhem ;I5i;44/50;961119;1300;1039;1167;1305;1305;97,1;187;81;77;;;;;;
124;600;;Vestas;223; Eksebo Kraft; Gustav, Havd ;I5i;44/50;961120;1300;978;1085;1242;1242;99,5;186;87;0;;;;;;
125;600;;Vestas;224; Kulle 14;Näs ;I5i;44/50;961119;1300;1008;1156;1358;1358;98,5;208;87;0;;;;;;
126;600;;Vestas;225; Kulle 16;Näs ;I5i;44/50;961119;1300;913;1173;1371;1371;98,6;211;89;0;;;;;;
127;600;;NEG Micon;227; Tannam;Tanumshede ;A9f;43/46;961015;1130;768;799;913;913;81,8;131;79;64;;;;;;
128;600;;NEG Micon;228; Duesgård;Tanumshede ;A9c;43/46;961015;1160;893;945;1156;1156;98,6;175;92;2;;;;;;
129;600;;Vestas;231; Dalom;Hemsö ;I18a;44/40;961027;1165;870;787;1027;1027;98,6;107;75;10;;;;;;
130;600;;WindWorld;242; Stjernarps gods;Eldsberga ;C4e;42/42;970301;950;710;693;1077;1077;99,5;175;80;1;;;;;;
131;600;;Vestas;248; Slättäng 1;Slättäng ;C2i;44/50;970929;1100;792;1182;1328;1328;98,5;166;81;47;;;;;;
132;600;;Vestas;249; Backmöllan;Väggarp ;C2i;44/50;970924;1150;1009;1112;1145;1145;91,9;161;74;110;;;;;;
133;600;;Vestas;261; Victoria;Hogenäset ;A8f;44/45;971110;1300;1062;1109;1348;1348;98,8;200;78;5;;;;;;
134;600;;Vestas;265; Rehn Kraft II; Näs, Näs ;I5f;44/40;971221;1620;1388;1538;1735;1735;98,6;261;89;11;;;;;;
135;600;;Vestas;266; Tornsvalan;Slite ;J7b;44/55;971229;1220;749;841;983;983;98,2;157;87;0;;;;;;
136;600;;Vestas;280; Trärike; Helga, Björkön ;H17c;44/55;971121;1190;927;863;994;994;95,5;112;78;28;;;;;;
137;600;;WindWorld;283; Dömestorp 1;Hasslöv ;C4b;42/50;980401;930;917;1028;1208;1208;99,5;157;65;2;;;;;;
138;600;;WindWorld;284; Ågård;Genevad ;C4e;42/50;980403;900;884;1045;1283;1283;99,4;184;77;2;;;;;;
139;600;;WindWorld;285; Ängsholm;Genevad ;C4e;42/50;980401;950;830;1092;1354;1354;99,5;208;80;2;;;;;;
140;600;;WindWorld;286; Västan Vind;Mellby ;C4b;42/50;980301;930;860;1027;1290;1290;99,6;195;81;2;;;;;;
141;600;;WindWorld;287; Mälarvind AB 1;Mellby ;C4b;42/50;980301;930;764;1050;1231;1231;99,5;196;82;2;;;;;;
142;600;;WindWorld;288; Davids Mölla;Glänninge ;C4b;42/50;980422;990;849;989;1220;1220;99,4;190;83;2;;;;;;
143;600;;Vestas;289; Lagmansberga;Skänninge ;F8d;44/55;971118;1023;983;853;1052;1052;82,8;187;85;6;;;;;;
144;600;;Vestas;290; Vivian;Visingsö ;E7g;44/40;971025;1300;1134;897;915;915;87,3;;;;;;;;;
145;600;;WindWorld;293; Björnsgård;Mellby ;C4b;42/50;980312;1000;831;981;1148;1148;99,5;178;82;2;;;;;;
146;600;;WindWorld;294; Kastlösa Väst V2;Kastlösa ;G4c;42/40;980201;1280;845;1014;980;980;81,1;;;;;;;;;
147;600;;WindWorld;295; Kastlösa Väst V3;Kastlösa ;G4c;42/40;980201;1280;1041;1198;1439;1439;88,6;171;69;158;;;;;;
148;600;;WindWorld;296; Fårvind;Kastlösa ;G4c;42/40;980201;1280;1173;1133;1331;1331;87,5;212;86;23;;;;;;
149;600;;WindWorld;297; Kastlösa Väst V5;Kastlösa ;G4c;42/40;980201;1300;1263;1278;1249;1249;93,9;;;;;;;;;
150;600;;WindWorld;298; Kastlösa Väst V7;Kastlösa ;G4c;42/40;980201;1250;890;881;885;885;47,4;94;46;373;;;;;;
151;600;;WindWorld;299; Kastlösa Väst V11;Kastlösa ;G4c;42/40;980201;1300;1083;985;1368;1368;90,8;158;67;186;;;;;;
152;600;;WindWorld;300; Kastlösa Väst V8;Kastlösa ;G4c;42/40;980201;1210;809;812;183;183;96,3;;;;;;;;;
153;600;;WindWorld;301; Kastlösa Väst V9;Kastlösa ;G4c;42/40;980201;1220;1047;1132;1391;1391;94,3;210;87;7;;;;;;
154;600;;WindWorld;302; Kastlösa Väst V10;Kastlösa ;G4c;42/40;980201;1230;1002;1047;887;887;61,3;118;62;218;;;;;;
155;600;;WindWorld;303; Kastlösa Väst V13;Kastlösa ;G4c;42/40;980201;1210;847;752;198;198;93,2;;;;;;;;;
156;600;;WindWorld;304; Kastlösa Väst V14;Kastlösa ;G4c;42/40;980201;1200;877;967;239;239;98,5;;;;;;;;;
157;600;;WindWorld;305; Kastlösa Väst V15;Kastlösa ;G4c;42/40;980201;1220;990;818;1181;1181;91,9;145;67;178;;;;;;
158;600;;WindWorld;306; Kastlösa Väst V16;Kastlösa ;G4c;42/40;980201;1250;1081;1147;1387;1387;98,4;189;79;80;;;;;;
159;600;;WindWorld;307; LT Klägstorp;Klägstorp ;C4b;42/50;980421;990;875;934;576;576;99,8;;;;;;;;;
160;600;;WindWorld;309; Björkliden;St. Isie ;C1i;42/45;971125;1490;1368;1600;1664;1664;98,7;224;88;0;39;;;;;
161;600;;WindWorld;311; Lilla Isie;Lilla Isie ;C1i;42/45;971212;1500;1418;1673;1757;1757;99,6;248;93;1;;;;;;
162;600;;Vestas;315; Grebban 1;Tanumshede ;A9f;44/45;980610;1100;923;900;1188;1188;96,3;174;83;22;;;;;;
163;600;;Vestas;316; Grebban 2;Tanumshede ;A9f;44/45;980611;1100;889;893;1136;1136;94,3;169;82;16;;;;;;
164;600;;WindWorld;318; Bengtssons Vindmölla;Mell ;C4b;42/50;980921;1000;886;934;994;994;99,4;;;;;;;;;
165;600;;WindWorld;321; Triton Energi;Kövlinge ;C4b;42/50;980921;1000;844;828;1176;1176;99,4;148;75;3;;;;;;
166;600;;WindWorld;343; Kastlösa Väst V1;Kastlösa ;G4c;42/40;981001;1210;1187;1252;1616;1616;94,6;244;88;12;;;;;;
167;600;;WindWorld;344; Kastlösa Väst V6;Kastlösa ;G4c;42/40;981001;;880;1146;1132;1132;98;;;;;;;;;
168;600;;WindWorld;345; Kastlösa Väst V12;Kastlösa ;G4c;42/40;981001;1210;889;731;638;638;43,4;64;38;480;;;;;;
169;600;;WindWorld;349; Kövlinge Vind;Kövlinge ;C4b;42/50;981101;1000;691;996;1191;1191;99,5;167;66;1;;;;;;
170;600;;WindWorld;350; Mammarps Vind;Mammarp ;C4e;42/50;981101;1000;826;1046;1259;1259;99,5;161;66;1;;;;;;
171;600;;Vestas;369; Elise Ruuthsbo;Bjäresjö ;D2b;44/45;990120;1325;1042;1131;1237;1237;98,1;168;78;66;;;;;;
172;600;;Vestas;370; Elinor Ruuthsbo;Bjäresjö ;D2b;44/45;990120;1325;1095;1171;1286;1286;98,4;193;87;5;;;;;;
173;600;;Enercon;397; Bjälbo; Lennart, Skänninge ;F8d;44/65;991001;1300;1207;1169;1502;1502;96,1;213;98;0;;;;;;
174;600;;Enercon;402; Kyrkebys 3;Hangvar ;J7b;44/65;991130;1400;915;1004;1208;1208;98,1;172;93;26;;;;;;
175;600;;Enercon;403; Kyrkebys 4;Hangvar ;J7b;44/65;991130;1400;800;1004;1250;1250;98,3;186;98;0;;;;;;
176;600;;Enercon;414; Virke 1;Kävlinge ;C2i;44/65;991028;1350;1161;1474;1575;1575;96,2;177;81;119;;;;;;
177;600;;Enercon;415; Virke 2;Kävlinge ;C2i;44/65;991028;1350;1184;1375;1657;1657;98,8;220;96;0;;;;;;
178;600;;Enercon;416; Skarhult 1;Skarhult ;C2i;44/65;991103;1350;1109;1190;1352;1352;94,9;206;95;1;;;;;;
179;600;;Enercon;417; Skarhult 2;Skarhult ;C2i;44/65;991101;1350;1044;1187;1434;1434;97,8;199;94;13;;;;;;
180;600;;Enercon;418; Fjälkinge 1;Fjälkinge ;E3a;44/65;990913;1300;969;1082;1250;1250;94;91;43;408;;;;;;
181;600;;Enercon;419; Fjälkinge 2;Fjälkinge ;E3a;44/65;990912;1300;1054;1125;1392;1392;98,7;182;93;10;;;;;;
182;600;;Enercon;420; Tjärby;Laholm ;C4e;44/46;991112;1200;842;981;1238;1238;97,6;193;92;13;;;;;;
183;600;;Enercon;437; Freja Olsäng;Olsäng ;G3d;44/46;706;1250;1149;1344;1408;1408;98,3;212;94;11;;;;;;
184;600;;Enercon;439; Skörpinge;Ängelholm ;C3h;44/67;213;1450;1174;1345;1548;1548;99,3;204;96;0;;;;;;
185;600;;Enercon;440; Genevad;Laholm ;C4e;44/67;301;1500;1057;1223;1491;1491;98,2;222;94;0;;;;;;
186;600;;Enercon;454; Brönneslöv 1;Brönneslöv ;C2i;44/65;1201;1350;1245;1413;1205;1205;87,6;;;;;;;;;
189;600;;Enercon;455; Brönneslöv 2;Brönneslöv ;C2i;44/65;1201;1400;1134;1401;1353;1353;91,8;;;;;;;;;
190;600;;Enercon;456; Ö. Karaby;Ö. Karaby ;C2i;44/65;1201;1300;1458;1656;1796;1796;97,8;237;96;5;;;;;;
191;600;;Enercon;457; Kornheddinge Mölla;Kornhe ;C2f;44/65;1201;1300;1289;1479;1670;1670;98,8;227;97;0;;;;;;
192;600;;Enercon;459; Skagsudde; Linda, Skagsud ;J19a;44/65;1231;1400;1722;1693;1821;1821;97,3;214;86;61;;;;;;
193;600;;Enercon;469; Kristinetorp 1;Kristinetorp ;D2g;44/65;10201;1350;1197;1377;1407;1407;96;199;96;0;;;;;;
194;600;;Enercon;470; Kristinetorp 2;Kristinetorp ;D2g;44/65;10201;1350;1265;1428;1434;1434;92,1;199;95;0;;;;;;
195;600;;Enercon;471; Kristinetorp 3;Kristinetorp ;D2g;44/65;10201;1350;1184;1411;1566;1566;98,4;212;96;0;;;;;;
196;600;;Enercon;472; Kristinetorp 4;Kristinetorp ;D2g;44/65;10201;1350;1290;1360;1531;1531;97,9;206;96;0;;;;;;
197;600;;Enercon;489; Rynge III;Rynge ;D2a;44/50;10601;1350;1273;1429;1582;1582;99,6;213;96;2;;;;;;
198;600;;Vestas;556; Utteros;Tvååker ;B5f;42/41;951018;1200;1062;1214;1371;1371;96,2;138;78;69;;;;;;
199;600;;Vestas;557; Utteros;Tvååker ;B5f;42/41;951013;1200;1067;1226;1429;1429;90,9;224;87;2;;;;;;
200;600;;Vestas;558; Utteros;Tvååker ;B5f;42/41;951013;1200;985;1040;1230;1230;92,2;117;52;292;;;;;;
201;600;;Vestas;574; Stora Bjärs 2;Stenkyrka ;J7a;44/40;960703;1100;835;829;1084;1084;98,9;178;87;23;;;;;;
202;600;;Vestas;577; Gipsön 1;Landskrona ;C2g;42/41;961008;1216;1110;1294;1422;1422;100;160;;0;;;;;;
203;600;;Vestas;578; Gipsön 2;Landskrona ;C2g;42/41;961014;1216;1110;1294;1422;1422;100;160;;0;;;;;;
204;600;;Vestas;579; Gipsön 3;Landskrona ;C2g;42/41;961014;1216;1110;1294;1422;1422;100;160;;0;;;;;;
205;600;;Vestas;580; Gipsön 4;Landskrona ;C2g;42/41;961014;1216;1110;1294;1422;1422;100;160;;0;;;;;;
206;600;;Vestas;581; Gipsön 5;Landskrona ;C2g;42/41;961014;1216;1110;1294;1422;1422;100;160;;0;;;;;;
207;600;;Vestas;582; Gipsön 6;Landskrona ;C2g;42/41;961014;1216;1110;1294;1422;1422;100;160;;0;;;;;;
208;600;;Vestas;583; Gipsön 7;Landskrona ;C2g;42/41;961008;1216;1110;1294;1422;1422;100;160;;0;;;;;;
209;600;;Vestas;584; Gipsön 8;Landskrona ;C2g;42/41;961008;1216;1110;1294;1422;1422;100;160;;0;;;;;;
210;600;;Vestas;585; Gipsön 9;Landskrona ;C2g;42/41;961008;1216;1110;1294;1422;1422;100;160;;0;;;;;;
